X0,Y0,X1,Y1,X2,Y2
838,133.9557,,,,
839,133.4241,,,,
840,132.3418,,,,
841,130.7278,,,,
842,129.1139,,,,
843,126.9620,,,,
844,124.2721,,,,
845,121.0443,,,,
846,118.3544,,,,
847,115.6646,,,,
848,112.4367,,,,
849,109.2089,,,,
850,105.9810,,,,
851,104.3671,,,,
852,103.8228,,,,
853,105.4430,,,,
854,109.2089,,,,
855,114.0506,,,,
856,119.9684,,,,
857,125.3481,,,,
858,129.6519,,,,
859,131.8101,,,,
860,132.3418,,,,
861,133.4177,,,,
862,134.4937,,,,
863,136.1013,,,,
864,137.1835,,,,
865,138.2658,,,,
866,138.7975,,,,
867,138.7975,,,,
868,139.3291,,,,
869,139.8797,,,,
870,140.4114,,,,
871,140.4114,,,,
872,140.4114,,,,
873,139.8797,,,,
874,139.3291,,,,
875,138.7975,,,,
876,138.2658,,,,
877,137.7152,,,,
878,136.6519,,,,
879,135.5696,,,,
880,133.9557,,,,
881,132.3418,,,,
882,131.2595,,,,
883,130.7278,,,,
884,130.1962,,,,
885,129.1139,,,,
886,128.0316,,,,
887,126.9684,,,,
888,125.8861,,,,
889,124.2721,,,,
890,122.1203,,,,
891,119.4304,,,,
892,116.2025,,,,
893,113.5127,,,,
894,110.8228,,,,
895,108.1329,,,,
896,105.4430,,,,
897,103.8228,,,,
898,103.8228,,,,
899,105.9810,,,,
900,110.2848,,,,
901,116.2025,,,,
902,122.6582,,,,
903,128.5759,,,,
904,132.8797,,,,
905,135.5696,,,,
906,137.1835,,,,
907,138.7975,,,,
908,140.4114,,,,
909,141.4937,,,,
910,142.0253,,,,
911,142.0253,,,,
912,142.0253,,,,
913,142.0253,,,,
914,141.4937,,,,
915,140.9430,,,,
916,139.8797,,,,
917,138.7975,,,,
918,137.7152,,,,
919,136.6519,,,,
920,136.1013,,,,
921,135.5696,,,,
922,135.5696,,,,
923,135.0380,,,,
924,134.4873,,,,
925,133.9557,,,,
926,133.4241,,,,
927,132.8734,,,,
928,132.3418,,,,
929,132.3418,,,,
930,131.8101,,,,
931,131.2595,,,,
932,130.1962,,,,
933,129.6456,,,,
934,128.5823,,,,
935,128.0316,,,,
936,126.9684,,,,
937,125.8861,,,,
938,123.7342,,,,
939,122.1203,,,,
940,119.9684,,,,
941,117.8165,,,,
942,115.1266,,,,
943,112.4367,,,,
944,110.2848,,,,
945,108.1329,,,,
946,106.5190,,,,
